Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"A11",Rare Event Detection,"RED","NTC",Ch1NTC,"PMMoV","Manual",0.7,One-Step RT-ddPCR Kit for Probes,14,,,1.3,0.3,8,13306,,,,,,13314,,,,,,,,,,,,,,,,,,1,1,1056,3194.4,806.87,808.31,"Rare Event Detection Experiment",,,,0.99,0.48,,,,,,,,,,,,,
"A12",Rare Event Detection,"RED","NTC",Ch1NTC,"PMMoV","Manual",1.2,One-Step RT-ddPCR Kit for Probes,24,,,2.1,0.6,10,10073,,,,,,10083,,,,,,,,,,,,,,,,,,1,1,1056,3585.7,838.15,840.88,"Rare Event Detection Experiment",,,,1.58,0.84,,,,,,,,,,,,,
"B01",Rare Event Detection,"RED","YC201019S",Ch1Unknown,"PMMoV","Manual",46.7,One-Step RT-ddPCR Kit for Probes,934,,,50.8,42.7,515,12707,,,,,,13222,,,,,,,,,,,,,,,,,,1,1,1056,3101.2,814.22,903.3,"Rare Event Detection Experiment",,,,48.8,44.7,,,,,,,,,,,,,
"B02",Rare Event Detection,"RED","YC201019S",Ch1Unknown,"PMMoV","Manual",42.7,One-Step RT-ddPCR Kit for Probes,854,,,46.5,38.8,464,12567,,,,,,13031,,,,,,,,,,,,,,,,,,1,1,1056,3063.5,807.02,887.37,"Rare Event Detection Experiment",,,,44.6,40.7,,,,,,,,,,,,,
"B03",Rare Event Detection,"RED","YC201019S-",Ch1Unknown,"PMMoV","Manual",52.7,One-Step RT-ddPCR Kit for Probes,1054,,,57,48.5,600,13085,,,,,,13685,,,,,,,,,,,,,,,,,,1,1,1056,3088.2,817.04,916.62,"Rare Event Detection Experiment",,,,54.9,50.6,,,,,,,,,,,,,
"B04",Rare Event Detection,"RED","YC201019S-",Ch1Unknown,"PMMoV","Manual",53.5,One-Step RT-ddPCR Kit for Probes,1070,,,57.9,49.1,570,12261,,,,,,12831,,,,,,,,,,,,,,,,,,1,1,1056,2988.3,801.6,898.74,"Rare Event Detection Experiment",,,,55.7,51.2,,,,,,,,,,,,,
"B05",Rare Event Detection,"RED","YC201104S",Ch1Unknown,"PMMoV","Manual",61.3,One-Step RT-ddPCR Kit for Probes,1226,,,65.8,56.8,722,13505,,,,,,14227,,,,,,,,,,,,,,,,,,1,1,1056,2919.6,811.55,918.53,"Rare Event Detection Experiment",,,,63.6,59,,,,,,,,,,,,,
"B06",Rare Event Detection,"RED","YC201104S",Ch1Unknown,"PMMoV","Manual",58.7,One-Step RT-ddPCR Kit for Probes,1174,,,63.1,54.3,687,13428,,,,,,14115,,,,,,,,,,,,,,,,,,1,1,1056,2891.1,818.65,919.52,"Rare Event Detection Experiment",,,,60.9,56.5,,,,,,,,,,,,,
"B07",Rare Event Detection,"RED","YC201104S-",Ch1Unknown,"PMMoV","Manual",60.6,One-Step RT-ddPCR Kit for Probes,1212,,,64.8,56.5,815,15409,,,,,,16224,,,,,,,,,,,,,,,,,,1,1,1056,2884.2,812.12,916.21,"Rare Event Detection Experiment",,,,62.8,58.5,,,,,,,,,,,,,
"B08",Rare Event Detection,"RED","YC201104S-",Ch1Unknown,"PMMoV","Manual",62.1,One-Step RT-ddPCR Kit for Probes,1242,,,66.6,57.6,734,13552,,,,,,14286,,,,,,,,,,,,,,,,,,1,1,1056,2869.5,796.08,902.61,"Rare Event Detection Experiment",,,,64.3,59.8,,,,,,,,,,,,,
"B09",Rare Event Detection,"RED","YC201120S",Ch1Unknown,"PMMoV","Manual",49.5,One-Step RT-ddPCR Kit for Probes,990,,,53.4,45.6,607,14127,,,,,,14734,,,,,,,,,,,,,,,,,,1,1,1056,2934.7,850.16,936.04,"Rare Event Detection Experiment",,,,51.5,47.5,,,,,,,,,,,,,
